Region,Country,Year,Age,Gender,Literacy rate
Sub-Saharan Africa,Benin,2012,15+,male,0.44960259999999996
Sub-Saharan Africa,Benin,2012,15+,total,0.32948819999999995
Sub-Saharan Africa,Benin,2012,15-24,female,0.4093838
Sub-Saharan Africa,Benin,2012,15-24,male,0.6394092
Sub-Saharan Africa,Benin,2012,15-24,total,0.5249247
Sub-Saharan Africa,Benin,2012,25-64,female,0.1627025
Sub-Saharan Africa,Benin,2012,25-64,male,0.399053
Sub-Saharan Africa,Benin,2012,25-64,total,0.27021999999999996
Sub-Saharan Africa,Benin,2012,65+,female,0.0135646
Sub-Saharan Africa,Benin,2012,65+,male,0.1194767
Sub-Saharan Africa,Benin,2012,65+,total,0.07025350000000001
Sub-Saharan Africa,Benin,2018,15+,female,0.3107165
Sub-Saharan Africa,Benin,2018,15+,male,0.5397703
Sub-Saharan Africa,Benin,2018,15+,total,0.423624
Sub-Saharan Africa,Benin,2018,15-24,female,0.5194362
Sub-Saharan Africa,Benin,2018,15-24,male,0.6976118
Sub-Saharan Africa,Benin,2018,15-24,total,0.6094807999999999
Sub-Saharan Africa,Benin,2018,25-64,female,0.22446860000000002
Sub-Saharan Africa,Benin,2018,25-64,male,0.47705489999999995
Sub-Saharan Africa,Benin,2018,25-64,total,0.3488201
Sub-Saharan Africa,Benin,2018,65+,female,0.022746400000000003
Sub-Saharan Africa,Benin,2018,65+,male,0.16311530000000002
Sub-Saharan Africa,Benin,2018,65+,total,0.08220840000000001
Sub-Saharan Africa,Botswana,2013,15+,female,0.8745121
Sub-Saharan Africa,Botswana,2013,15+,male,0.8612214
Sub-Saharan Africa,Botswana,2013,15+,total,0.8682317999999999
Sub-Saharan Africa,Botswana,2013,15-24,female,0.9913953999999999
Sub-Saharan Africa,Botswana,2013,15-24,male,0.9575475
Sub-Saharan Africa,Botswana,2013,15-24,total,0.9745629
Sub-Saharan Africa,Botswana,2013,25-64,female,0.8717341999999999
Sub-Saharan Africa,Botswana,2013,25-64,male,0.8457947
Sub-Saharan Africa,Botswana,2013,25-64,total,0.8596197
Sub-Saharan Africa,Botswana,2013,65+,female,0.3690777
Sub-Saharan Africa,Botswana,2013,65+,male,0.4353421
Sub-Saharan Africa,Botswana,2013,65+,total,0.3961629
Sub-Saharan Africa,Botswana,2014,15+,female,0.887
Sub-Saharan Africa,Botswana,2014,15+,male,0.8674
Sub-Saharan Africa,Botswana,2014,15+,total,0.877
Sub-Saharan Africa,Botswana,2014,15-24,female,0.9940000000000001
Sub-Saharan Africa,Botswana,2014,15-24,male,0.9594
Sub-Saharan Africa,Botswana,2014,15-24,total,0.977
Sub-Saharan Africa,Botswana,2014,25-64,female,0.885
Sub-Saharan Africa,Botswana,2014,25-64,male,0.8548
Sub-Saharan Africa,Botswana,2014,25-64,total,0.87
Sub-Saharan Africa,Botswana,2014,65+,female,0.379
Sub-Saharan Africa,Botswana,2014,65+,male,0.4445
Sub-Saharan Africa,Botswana,2014,65+,total,0.40700000000000003
Sub-Saharan Africa,Burkina Faso,2014,15+,female,0.2622025
Sub-Saharan Africa,Burkina Faso,2014,15+,male,0.4437945
Sub-Saharan Africa,Burkina Faso,2014,15+,total,0.345994
Sub-Saharan Africa,Burkina Faso,2014,15-24,female,0.4398583
Sub-Saharan Africa,Burkina Faso,2014,15-24,male,0.5699489
Sub-Saharan Africa,Burkina Faso,2014,15-24,total,0.500963
Sub-Saharan Africa,Burkina Faso,2014,25-64,female,0.18979959999999998
Sub-Saharan Africa,Burkina Faso,2014,25-64,male,0.4079736
Sub-Saharan Africa,Burkina Faso,2014,25-64,total,0.2883165
Sub-Saharan Africa,Burkina Faso,2014,65+,female,0.0208437
Sub-Saharan Africa,Burkina Faso,2014,65+,male,0.1455358
Sub-Saharan Africa,Burkina Faso,2014,65+,total,0.08394209999999999
Sub-Saharan Africa,Burkina Faso,2018,15+,female,0.3268762
Sub-Saharan Africa,Burkina Faso,2018,15+,male,0.5007459
Sub-Saharan Africa,Burkina Faso,2018,15+,total,0.41224449999999996
Sub-Saharan Africa,Burkina Faso,2018,15-24,female,0.5467
Sub-Saharan Africa,Burkina Faso,2018,15-24,male,0.6179
Sub-Saharan Africa,Burkina Faso,2018,15-24,total,0.5829
Sub-Saharan Africa,Burkina Faso,2018,25-64,female,0.22213809999999998
Sub-Saharan Africa,Burkina Faso,2018,25-64,male,0.4438781
Sub-Saharan Africa,Burkina Faso,2018,25-64,total,0.33023159999999996
Sub-Saharan Africa,Burkina Faso,2018,65+,female,0.041413599999999995
Sub-Saharan Africa,Burkina Faso,2018,65+,male,0.1937523
Sub-Saharan Africa,Burkina Faso,2018,65+,total,0.1012673
Sub-Saharan Africa,Burundi,2014,15+,female,0.5466303
Sub-Saharan Africa,Burundi,2014,15+,male,0.6969251
Sub-Saharan Africa,Burundi,2014,15+,total,0.6156973
Sub-Saharan Africa,Burundi,2014,15-24,female,0.7495891
Sub-Saharan Africa,Burundi,2014,15-24,male,0.8529008
Sub-Saharan Africa,Burundi,2014,15-24,total,0.7955961
Sub-Saharan Africa,Burundi,2014,25-64,female,0.4644542
Sub-Saharan Africa,Burundi,2014,25-64,male,0.6418999
Sub-Saharan Africa,Burundi,2014,25-64,total,0.5473695
Sub-Saharan Africa,Burundi,2014,65+,female,0.1408968
Sub-Saharan Africa,Burundi,2014,65+,male,0.375231
Sub-Saharan Africa,Burundi,2014,65+,total,0.2493363
Sub-Saharan Africa,Burundi,2017,15+,female,0.6122369
Sub-Saharan Africa,Burundi,2017,15+,male,0.7629604999999999
Sub-Saharan Africa,Burundi,2017,15+,total,0.6837533
Sub-Saharan Africa,Burundi,2017,15-24,female,0.8561855
Sub-Saharan Africa,Burundi,2017,15-24,male,0.9103414999999999
Sub-Saharan Africa,Burundi,2017,15-24,total,0.8822177000000001
Sub-Saharan Africa,Burundi,2017,25-64,female,0.5198617999999999
Sub-Saharan Africa,Burundi,2017,25-64,male,0.7067425
Sub-Saharan Africa,Burundi,2017,25-64,total,0.6079981
Sub-Saharan Africa,Burundi,2017,65+,female,0.16985489999999998
Sub-Saharan Africa,Burundi,2017,65+,male,0.464959
Sub-Saharan Africa,Burundi,2017,65+,total,0.3078671
Sub-Saharan Africa,Cabo Verde,2012,15+,female,0.8049622
Sub-Saharan Africa,Cabo Verde,2012,15+,male,0.904745
Sub-Saharan Africa,Cabo Verde,2012,15+,total,0.8532778999999999
Sub-Saharan Africa,Cabo Verde,2012,15-24,female,0.9839818
Sub-Saharan Africa,Cabo Verde,2012,15-24,male,0.9787189
Sub-Saharan Africa,Cabo Verde,2012,15-24,total,0.9812896999999999
Sub-Saharan Africa,Cabo Verde,2012,25-64,female,0.8164028999999999
Sub-Saharan Africa,Cabo Verde,2012,25-64,male,0.9088183999999999
Sub-Saharan Africa,Cabo Verde,2012,25-64,total,0.8609854
Sub-Saharan Africa,Cabo Verde,2012,65+,female,0.2062246
Sub-Saharan Africa,Cabo Verde,2012,65+,male,0.5226489
Sub-Saharan Africa,Cabo Verde,2012,65+,total,0.3319853
Sub-Saharan Africa,Cabo Verde,2015,15+,female,0.8204222
Sub-Saharan Africa,Cabo Verde,2015,15+,male,0.9169144
Sub-Saharan Africa,Cabo Verde,2015,15+,total,0.8679029
Sub-Saharan Africa,Cabo Verde,2015,15-24,female,0.9873018
Sub-Saharan Africa,Cabo Verde,2015,15-24,male,0.9758500999999999
Sub-Saharan Africa,Cabo Verde,2015,15-24,total,0.9811131000000001
Sub-Saharan Africa,Cabo Verde,2015,25-64,female,0.8418067
Sub-Saharan Africa,Cabo Verde,2015,25-64,male,0.923831
Sub-Saharan Africa,Cabo Verde,2015,25-64,total,0.8813747
Sub-Saharan Africa,Cabo Verde,2015,65+,female,0.2268927
Sub-Saharan Africa,Cabo Verde,2015,65+,male,0.577332
Sub-Saharan Africa,Cabo Verde,2015,65+,total,0.3681937
Sub-Saharan Africa,Cameroon,2010,15+,female,0.647995
Sub-Saharan Africa,Cameroon,2010,15+,male,0.7832769
Sub-Saharan Africa,Cameroon,2010,15+,total,0.7129051
Sub-Saharan Africa,Cameroon,2010,15-24,female,0.7642093
Sub-Saharan Africa,Cameroon,2010,15-24,male,0.8539748
Sub-Saharan Africa,Cameroon,2010,15-24,total,0.8057443999999999
Sub-Saharan Africa,Cameroon,2010,25-64,female,0.630522
Sub-Saharan Africa,Cameroon,2010,25-64,male,0.7774419
Sub-Saharan Africa,Cameroon,2010,25-64,total,0.7026898
Sub-Saharan Africa,Cameroon,2010,65+,female,0.1196237
Sub-Saharan Africa,Cameroon,2010,65+,male,0.4244267
Sub-Saharan Africa,Cameroon,2010,65+,total,0.2612444
Sub-Saharan Africa,Cameroon,2018,15+,female,0.7158627
Sub-Saharan Africa,Cameroon,2018,15+,male,0.8262804
Sub-Saharan Africa,Cameroon,2018,15+,total,0.7707104
Sub-Saharan Africa,Cameroon,2018,15-24,female,0.8240999999999999
Sub-Saharan Africa,Cameroon,2018,15-24,male,0.8772
Sub-Saharan Africa,Cameroon,2018,15-24,total,0.8508
Sub-Saharan Africa,Cameroon,2018,25-64,female,0.694974
Sub-Saharan Africa,Cameroon,2018,25-64,male,0.813125
Sub-Saharan Africa,Cameroon,2018,25-64,total,0.7537847
Sub-Saharan Africa,Cameroon,2018,65+,female,0.25281580000000003
Sub-Saharan Africa,Cameroon,2018,65+,male,0.5971061
Sub-Saharan Africa,Cameroon,2018,65+,total,0.405961
Sub-Saharan Africa,Central African Republic,2010,15+,female,0.2435549
Sub-Saharan Africa,Central African Republic,2010,15+,male,0.5071271
Sub-Saharan Africa,Central African Republic,2010,15+,total,0.36752609999999997
Sub-Saharan Africa,Central African Republic,2010,15-24,female,0.2697133
Sub-Saharan Africa,Central African Republic,2010,15-24,male,0.48857100000000003
Sub-Saharan Africa,Central African Republic,2010,15-24,total,0.3635627
Sub-Saharan Africa,Central African Republic,2010,25-64,female,0.23183499999999999
Sub-Saharan Africa,Central African Republic,2010,25-64,male,0.5131288
Sub-Saharan Africa,Central African Republic,2010,25-64,total,0.3702668
Sub-Saharan Africa,Central African Republic,2010,65+,female,0.172606
Sub-Saharan Africa,Central African Republic,2010,65+,male,0.5554878999999999
Sub-Saharan Africa,Central African Republic,2010,65+,total,0.3571963
Sub-Saharan Africa,Central African Republic,2018,15+,female,0.2575638
Sub-Saharan Africa,Central African Republic,2018,15+,male,0.49514589999999997
Sub-Saharan Africa,Central African Republic,2018,15+,total,0.3739582
Sub-Saharan Africa,Central African Republic,2018,15-24,female,0.2870666
Sub-Saharan Africa,Central African Republic,2018,15-24,male,0.4780493
Sub-Saharan Africa,Central African Republic,2018,15-24,total,0.3826865
Sub-Saharan Africa,Central African Republic,2018,25-64,female,0.2453004
Sub-Saharan Africa,Central African Republic,2018,25-64,male,0.5035674
Sub-Saharan Africa,Central African Republic,2018,25-64,total,0.3720673
Sub-Saharan Africa,Central African Republic,2018,65+,female,0.1848871
Sub-Saharan Africa,Central African Republic,2018,65+,male,0.5451517
Sub-Saharan Africa,Central African Republic,2018,65+,total,0.3280103
Sub-Saharan Africa,Chad,2015,15+,female,0.13933410000000002
Sub-Saharan Africa,Chad,2015,15+,male,0.389182
Sub-Saharan Africa,Chad,2015,15+,total,0.2600299
Sub-Saharan Africa,Chad,2015,15-24,female,0.2599362
Sub-Saharan Africa,Chad,2015,15-24,male,0.518363
Sub-Saharan Africa,Chad,2015,15-24,total,0.38772419999999996
Sub-Saharan Africa,Chad,2015,25-64,female,0.0863821
Sub-Saharan Africa,Chad,2015,25-64,male,0.3427514
Sub-Saharan Africa,Chad,2015,25-64,total,0.2064656
Sub-Saharan Africa,Chad,2015,65+,female,0.0054559000000000005
Sub-Saharan Africa,Chad,2015,65+,male,0.1414847
Sub-Saharan Africa,Chad,2015,65+,total,0.0831409
Sub-Saharan Africa,Chad,2016,15+,female,0.1395523
Sub-Saharan Africa,Chad,2016,15+,male,0.3132879
Sub-Saharan Africa,Chad,2016,15+,total,0.2231155
Sub-Saharan Africa,Chad,2016,15-24,female,0.22387149999999997
Sub-Saharan Africa,Chad,2016,15-24,male,0.4069289
Sub-Saharan Africa,Chad,2016,15-24,total,0.30791609999999997
Sub-Saharan Africa,Chad,2016,25-64,female,0.0954922
Sub-Saharan Africa,Chad,2016,25-64,male,0.284492
Sub-Saharan Africa,Chad,2016,25-64,total,0.1873919
Sub-Saharan Africa,Chad,2016,65+,female,0.0318916
Sub-Saharan Africa,Chad,2016,65+,male,0.1003696
Sub-Saharan Africa,Chad,2016,65+,total,0.0702806
Sub-Saharan Africa,Comoros,2012,15+,female,0.4263729
Sub-Saharan Africa,Comoros,2012,15+,male,0.564798
Sub-Saharan Africa,Comoros,2012,15+,total,0.4919614
Sub-Saharan Africa,Comoros,2012,15-24,female,0.6959522
Sub-Saharan Africa,Comoros,2012,15-24,male,0.7381077
Sub-Saharan Africa,Comoros,2012,15-24,total,0.7158127000000001
Sub-Saharan Africa,Comoros,2012,25-64,female,0.3334225
Sub-Saharan Africa,Comoros,2012,25-64,male,0.5271296
Sub-Saharan Africa,Comoros,2012,25-64,total,0.4242717
Sub-Saharan Africa,Comoros,2012,65+,female,0.031365
Sub-Saharan Africa,Comoros,2012,65+,male,0.2185516
Sub-Saharan Africa,Comoros,2012,65+,total,0.1276771
Sub-Saharan Africa,Comoros,2018,15+,female,0.5295639
Sub-Saharan Africa,Comoros,2018,15+,male,0.646442
Sub-Saharan Africa,Comoros,2018,15+,total,0.5881702
Sub-Saharan Africa,Comoros,2018,15-24,female,0.7830235999999999
Sub-Saharan Africa,Comoros,2018,15-24,male,0.7823941000000001
Sub-Saharan Africa,Comoros,2018,15-24,total,0.7827039
Sub-Saharan Africa,Comoros,2018,25-64,female,0.4413567
Sub-Saharan Africa,Comoros,2018,25-64,male,0.6019001
Sub-Saharan Africa,Comoros,2018,25-64,total,0.5219009
Sub-Saharan Africa,Comoros,2018,65+,female,0.0568458
Sub-Saharan Africa,Comoros,2018,65+,male,0.278733
Sub-Saharan Africa,Comoros,2018,65+,total,0.15793179999999998
Sub-Saharan Africa,Congo,2011,15+,female,0.7287706
Sub-Saharan Africa,Congo,2011,15+,male,0.8643430999999999
Sub-Saharan Africa,Congo,2011,15+,total,0.7931117000000001
Sub-Saharan Africa,Congo,2011,15-24,female,0.7694608
Sub-Saharan Africa,Congo,2011,15-24,male,0.8568361
Sub-Saharan Africa,Congo,2011,15-24,total,0.8091395
Sub-Saharan Africa,Congo,2011,25-64,female,0.717576
Sub-Saharan Africa,Congo,2011,25-64,male,0.8665503
Sub-Saharan Africa,Congo,2011,25-64,total,0.7902279
Sub-Saharan Africa,Congo,2011,65+,female,0.6138425000000001
Sub-Saharan Africa,Congo,2011,65+,male,0.8814955999999999
Sub-Saharan Africa,Congo,2011,65+,total,0.7308353
Sub-Saharan Africa,Congo,2018,15+,female,0.7461876
Sub-Saharan Africa,Congo,2018,15+,male,0.8607651
Sub-Saharan Africa,Congo,2018,15+,total,0.8029876
Sub-Saharan Africa,Congo,2018,15-24,female,0.7874231
Sub-Saharan Africa,Congo,2018,15-24,male,0.8534165
Sub-Saharan Africa,Congo,2018,15-24,total,0.8205479
Sub-Saharan Africa,Congo,2018,25-64,female,0.7342524
Sub-Saharan Africa,Congo,2018,25-64,male,0.8634369
Sub-Saharan Africa,Congo,2018,25-64,total,0.79854
Sub-Saharan Africa,Congo,2018,65+,female,0.6407371000000001
Sub-Saharan Africa,Congo,2018,65+,male,0.8780929999999999
Sub-Saharan Africa,Congo,2018,65+,total,0.7419279
Sub-Saharan Africa,Côte d'Ivoire,2012,15+,female,0.3046172
Sub-Saharan Africa,Côte d'Ivoire,2012,15+,male,0.5159267
Sub-Saharan Africa,Côte d'Ivoire,2012,15+,total,0.4098163
Sub-Saharan Africa,Côte d'Ivoire,2012,15-24,female,0.3875008
Sub-Saharan Africa,Côte d'Ivoire,2012,15-24,male,0.5833263
Sub-Saharan Africa,Côte d'Ivoire,2012,15-24,total,0.48309959999999996
Sub-Saharan Africa,Côte d'Ivoire,2012,25-64,female,0.2786789
Sub-Saharan Africa,Côte d'Ivoire,2012,25-64,male,0.4987937
Sub-Saharan Africa,Côte d'Ivoire,2012,25-64,total,0.3889323
Sub-Saharan Africa,Côte d'Ivoire,2012,65+,female,0.1356576
Sub-Saharan Africa,Côte d'Ivoire,2012,65+,male,0.3624392
Sub-Saharan Africa,Côte d'Ivoire,2012,65+,total,0.2525446
Sub-Saharan Africa,Côte d'Ivoire,2014,15+,female,0.3678425
Sub-Saharan Africa,Côte d'Ivoire,2014,15+,male,0.507019
Sub-Saharan Africa,Côte d'Ivoire,2014,15+,total,0.4390842
Sub-Saharan Africa,Côte d'Ivoire,2014,15-24,female,0.47039749999999997
Sub-Saharan Africa,Côte d'Ivoire,2014,15-24,male,0.5912435
Sub-Saharan Africa,Côte d'Ivoire,2014,15-24,total,0.5302069
Sub-Saharan Africa,Côte d'Ivoire,2014,25-64,female,0.33243110000000003
Sub-Saharan Africa,Côte d'Ivoire,2014,25-64,male,0.4837301
Sub-Saharan Africa,Côte d'Ivoire,2014,25-64,total,0.41124540000000004
Sub-Saharan Africa,Côte d'Ivoire,2014,65+,female,0.10400169999999999
Sub-Saharan Africa,Côte d'Ivoire,2014,65+,male,0.2545738
Sub-Saharan Africa,Côte d'Ivoire,2014,65+,total,0.17992650000000002
Sub-Saharan Africa,Côte d'Ivoire,2018,15+,female,0.4049937
Sub-Saharan Africa,Côte d'Ivoire,2018,15+,male,0.5365694
Sub-Saharan Africa,Côte d'Ivoire,2018,15+,total,0.47165349999999995
Sub-Saharan Africa,Côte d'Ivoire,2018,15-24,female,0.530251
Sub-Saharan Africa,Côte d'Ivoire,2018,15-24,male,0.6384492
Sub-Saharan Africa,Côte d'Ivoire,2018,15-24,total,0.5842015
Sub-Saharan Africa,Côte d'Ivoire,2018,25-64,female,0.3503143
Sub-Saharan Africa,Côte d'Ivoire,2018,25-64,male,0.4965162
Sub-Saharan Africa,Côte d'Ivoire,2018,25-64,total,0.42482529999999996
Sub-Saharan Africa,Côte d'Ivoire,2018,65+,female,0.1297884
Sub-Saharan Africa,Côte d'Ivoire,2018,65+,male,0.3083578
Sub-Saharan Africa,Côte d'Ivoire,2018,65+,total,0.2240707
Sub-Saharan Africa,Democratic Republic of the Congo,2012,15+,female,0.6291864
Sub-Saharan Africa,Democratic Republic of the Congo,2012,15+,male,0.8790838999999999
Sub-Saharan Africa,Democratic Republic of the Congo,2012,15+,total,0.7501719
Sub-Saharan Africa,Democratic Republic of the Congo,2012,15-24,female,0.7665850000000001
Sub-Saharan Africa,Democratic Republic of the Congo,2012,15-24,male,0.9104756
Sub-Saharan Africa,Democratic Republic of the Congo,2012,15-24,total,0.8359755
Sub-Saharan Africa,Democratic Republic of the Congo,2012,25-64,female,0.5908184
Sub-Saharan Africa,Democratic Republic of the Congo,2012,25-64,male,0.8727055
Sub-Saharan Africa,Democratic Republic of the Congo,2012,25-64,total,0.7273735000000001
Sub-Saharan Africa,Democratic Republic of the Congo,2012,65+,female,0.2081863
Sub-Saharan Africa,Democratic Republic of the Congo,2012,65+,male,0.7561684
Sub-Saharan Africa,Democratic Republic of the Congo,2012,65+,total,0.4783542
Sub-Saharan Africa,Democratic Republic of the Congo,2016,15+,female,0.6649997999999999
Sub-Saharan Africa,Democratic Republic of the Congo,2016,15+,male,0.8852469000000001
Sub-Saharan Africa,Democratic Republic of the Congo,2016,15+,total,0.7704268000000001
Sub-Saharan Africa,Democratic Republic of the Congo,2016,15-24,female,0.7971484
Sub-Saharan Africa,Democratic Republic of the Congo,2016,15-24,male,0.9096097000000001
Sub-Saharan Africa,Democratic Republic of the Congo,2016,15-24,total,0.8498950999999999
Sub-Saharan Africa,Democratic Republic of the Congo,2016,25-64,female,0.6271874
Sub-Saharan Africa,Democratic Republic of the Congo,2016,25-64,male,0.8820814
Sub-Saharan Africa,Democratic Republic of the Congo,2016,25-64,total,0.7507017
Sub-Saharan Africa,Democratic Republic of the Congo,2016,65+,female,0.23320090000000002
Sub-Saharan Africa,Democratic Republic of the Congo,2016,65+,male,0.7596216
Sub-Saharan Africa,Democratic Republic of the Congo,2016,65+,total,0.4797039
Sub-Saharan Africa,Equatorial Guinea,2010,15+,female,0.9067608
Sub-Saharan Africa,Equatorial Guinea,2010,15+,male,0.9718399999999999
Sub-Saharan Africa,Equatorial Guinea,2010,15+,total,0.9437054
Sub-Saharan Africa,Equatorial Guinea,2010,15-24,female,0.9829817
Sub-Saharan Africa,Equatorial Guinea,2010,15-24,male,0.9769076
Sub-Saharan Africa,Equatorial Guinea,2010,15-24,total,0.9796703999999999
Sub-Saharan Africa,Equatorial Guinea,2010,25-64,female,0.9155441000000001
Sub-Saharan Africa,Equatorial Guinea,2010,25-64,male,0.9758281
Sub-Saharan Africa,Equatorial Guinea,2010,25-64,total,0.950737
Sub-Saharan Africa,Equatorial Guinea,2010,65+,female,0.3772206
Sub-Saharan Africa,Equatorial Guinea,2010,65+,male,0.8690152999999999
Sub-Saharan Africa,Equatorial Guinea,2010,65+,total,0.6165636
Sub-Saharan Africa,Equatorial Guinea,2014,15+,female,0.924
Sub-Saharan Africa,Equatorial Guinea,2014,15+,male,0.9729000000000001
Sub-Saharan Africa,Equatorial Guinea,2014,15+,total,0.95
Sub-Saharan Africa,Equatorial Guinea,2014,15-24,female,0.987
Sub-Saharan Africa,Equatorial Guinea,2014,15-24,male,0.9772
Sub-Saharan Africa,Equatorial Guinea,2014,15-24,total,0.982
Sub-Saharan Africa,Equatorial Guinea,2014,25-64,female,0.93
Sub-Saharan Africa,Equatorial Guinea,2014,25-64,male,0.9758
Sub-Saharan Africa,Equatorial Guinea,2014,25-64,total,0.9540000000000001
Sub-Saharan Africa,Equatorial Guinea,2014,65+,female,0.423
Sub-Saharan Africa,Equatorial Guinea,2014,65+,male,0.9048999999999999
Sub-Saharan Africa,Equatorial Guinea,2014,65+,total,0.672
Sub-Saharan Africa,Eritrea,2018,15+,female,0.6894619
Sub-Saharan Africa,Eritrea,2018,15+,male,0.8437323999999999
Sub-Saharan Africa,Eritrea,2018,15+,total,0.7657052
Sub-Saharan Africa,Eritrea,2018,15-24,female,0.9271402999999999
Sub-Saharan Africa,Eritrea,2018,15-24,male,0.9381868
Sub-Saharan Africa,Eritrea,2018,15-24,total,0.9327239
Sub-Saharan Africa,Eritrea,2018,25-64,female,0.6430591
Sub-Saharan Africa,Eritrea,2018,25-64,male,0.8403972000000001
Sub-Saharan Africa,Eritrea,2018,25-64,total,0.7407511
Sub-Saharan Africa,Eritrea,2018,65+,female,0.1739178
Sub-Saharan Africa,Eritrea,2018,65+,male,0.4389023
Sub-Saharan Africa,Eritrea,2018,65+,total,0.2911212
Sub-Saharan Africa,Ethiopia,2017,15+,female,0.4442338
Sub-Saharan Africa,Ethiopia,2017,15+,male,0.5924146
Sub-Saharan Africa,Ethiopia,2017,15+,total,0.5177118
Sub-Saharan Africa,Ethiopia,2017,15-24,female,0.7197251
Sub-Saharan Africa,Ethiopia,2017,15-24,male,0.7352072
Sub-Saharan Africa,Ethiopia,2017,15-24,total,0.7275482
Sub-Saharan Africa,Ethiopia,2017,25-64,female,0.3114743
Sub-Saharan Africa,Ethiopia,2017,25-64,male,0.532727
Sub-Saharan Africa,Ethiopia,2017,25-64,total,0.4205916
Sub-Saharan Africa,Ethiopia,2017,65+,female,0.0774338
Sub-Saharan Africa,Ethiopia,2017,65+,male,0.23873529999999998
Sub-Saharan Africa,Ethiopia,2017,65+,total,0.1521636
Sub-Saharan Africa,Gabon,2012,15+,female,0.7987896999999999
Sub-Saharan Africa,Gabon,2012,15+,male,0.848733
Sub-Saharan Africa,Gabon,2012,15+,total,0.822838
Sub-Saharan Africa,Gabon,2012,15-24,female,0.8942924999999999
Sub-Saharan Africa,Gabon,2012,15-24,male,0.8738959
Sub-Saharan Africa,Gabon,2012,15-24,total,0.8850414000000001
Sub-Saharan Africa,Gabon,2012,25-64,female,0.7873028999999999
Sub-Saharan Africa,Gabon,2012,25-64,male,0.8431595000000001
Sub-Saharan Africa,Gabon,2012,25-64,total,0.8155032
Sub-Saharan Africa,Gabon,2012,65+,female,0.4957792
Sub-Saharan Africa,Gabon,2012,65+,male,0.7820511
Sub-Saharan Africa,Gabon,2012,65+,total,0.6055844
Sub-Saharan Africa,Gabon,2018,15+,female,0.8342396999999999
Sub-Saharan Africa,Gabon,2018,15+,male,0.8585235
Sub-Saharan Africa,Gabon,2018,15+,total,0.8466716
Sub-Saharan Africa,Gabon,2018,15-24,female,0.9144938
Sub-Saharan Africa,Gabon,2018,15-24,male,0.8814196
Sub-Saharan Africa,Gabon,2018,15-24,total,0.8978366
Sub-Saharan Africa,Gabon,2018,25-64,female,0.8263901
Sub-Saharan Africa,Gabon,2018,25-64,male,0.8538356
Sub-Saharan Africa,Gabon,2018,25-64,total,0.8407009
Sub-Saharan Africa,Gabon,2018,65+,female,0.5674421000000001
Sub-Saharan Africa,Gabon,2018,65+,male,0.7968751000000001
Sub-Saharan Africa,Gabon,2018,65+,total,0.6685491
Sub-Saharan Africa,Gambia,2013,15+,female,0.3357535
Sub-Saharan Africa,Gambia,2013,15+,male,0.5141804
Sub-Saharan Africa,Gambia,2013,15+,total,0.4195005
Sub-Saharan Africa,Gambia,2013,15-24,female,0.5612098
Sub-Saharan Africa,Gambia,2013,15-24,male,0.6597575999999999
Sub-Saharan Africa,Gambia,2013,15-24,total,0.6077790000000001
Sub-Saharan Africa,Gambia,2013,25-64,female,0.2381158
Sub-Saharan Africa,Gambia,2013,25-64,male,0.46831829999999997
Sub-Saharan Africa,Gambia,2013,25-64,total,0.3445535
Sub-Saharan Africa,Gambia,2013,65+,female,0.0159539
Sub-Saharan Africa,Gambia,2013,65+,male,0.1874857
Sub-Saharan Africa,Gambia,2013,65+,total,0.1038129
Sub-Saharan Africa,Gambia,2015,15+,female,0.4157702
Sub-Saharan Africa,Gambia,2015,15+,male,0.6176725
Sub-Saharan Africa,Gambia,2015,15+,total,0.5077797000000001
Sub-Saharan Africa,Gambia,2015,15-24,female,0.6444683000000001
Sub-Saharan Africa,Gambia,2015,15-24,male,0.7074348
Sub-Saharan Africa,Gambia,2015,15-24,total,0.6716137999999999
Sub-Saharan Africa,Gambia,2015,25-64,female,0.2994839
Sub-Saharan Africa,Gambia,2015,25-64,male,0.5902532
Sub-Saharan Africa,Gambia,2015,25-64,total,0.4346792
Sub-Saharan Africa,Gambia,2015,65+,female,0.0863987
Sub-Saharan Africa,Gambia,2015,65+,male,0.39399999999999996
Sub-Saharan Africa,Gambia,2015,65+,total,0.245
Sub-Saharan Africa,Ghana,2010,15+,female,0.6529469
Sub-Saharan Africa,Ghana,2010,15+,male,0.7834891
Sub-Saharan Africa,Ghana,2010,15+,total,0.7149707
Sub-Saharan Africa,Ghana,2010,15-24,female,0.8323453000000001
Sub-Saharan Africa,Ghana,2010,15-24,male,0.8831074999999999
Sub-Saharan Africa,Ghana,2010,15-24,total,0.8571615
Sub-Saharan Africa,Ghana,2010,25-64,female,0.6170435
Sub-Saharan Africa,Ghana,2010,25-64,male,0.7601726
Sub-Saharan Africa,Ghana,2010,25-64,total,0.6848740999999999
Sub-Saharan Africa,Ghana,2010,65+,female,0.2342442
Sub-Saharan Africa,Ghana,2010,65+,male,0.5030876
Sub-Saharan Africa,Ghana,2010,65+,total,0.3489061
Sub-Saharan Africa,Ghana,2018,15+,female,0.7447439
Sub-Saharan Africa,Ghana,2018,15+,male,0.8352458
Sub-Saharan Africa,Ghana,2018,15+,total,0.7903964000000001
Sub-Saharan Africa,Ghana,2018,15-24,female,0.9220855
Sub-Saharan Africa,Ghana,2018,15-24,male,0.9276099999999999
Sub-Saharan Africa,Ghana,2018,15-24,total,0.9249097000000001
